5.00000e+00	5.44939e+00	8.64070e-01	
6.26725e+00	2.13226e+00	3.53352e-01	
7.85568e+00	8.16818e-01	1.41525e-01	
9.84670e+00	3.06571e-01	5.55766e-02	
1.23423e+01	1.12792e-01	2.14173e-02	
1.54705e+01	4.06902e-02	8.10526e-03	
1.93915e+01	1.43951e-02	3.01408e-03	
2.43062e+01	4.99272e-03	1.10166e-03	
3.04666e+01	1.69681e-03	3.95891e-04	
3.81884e+01	5.64625e-04	1.39876e-04	
4.78672e+01	1.83764e-04	4.85948e-05	
5.99992e+01	5.84214e-05	1.65994e-05	
7.52059e+01	1.81148e-05	5.57508e-06	
9.42668e+01	5.46448e-06	1.84017e-06	
1.18159e+02	1.59969e-06	5.96583e-07	
1.48106e+02	4.52687e-07	1.89725e-07	
1.85643e+02	1.23208e-07	5.90470e-08	
2.32694e+02	3.20681e-08	1.79289e-08	
2.91671e+02	7.91101e-09	5.27941e-09	
3.65595e+02	1.82888e-09	1.49465e-09	
4.58254e+02	3.89800e-10	4.01410e-10	
5.74399e+02	7.48183e-11	1.00226e-10	
7.19980e+02	1.24905e-11	2.25706e-11	
9.02458e+02	1.71942e-12	4.37383e-12	
1.13119e+03	1.79294e-13	6.75855e-13	
1.41788e+03	1.22436e-14	7.29282e-14	
1.77725e+03	4.16614e-16	4.26714e-15	
2.22769e+03	3.85007e-18	7.70802e-17	
2.79229e+03	1.50703e-21	7.79406e-20	
3.50000e+03	7.77702e-73	1.28483e-70	
