2.00000e+01	7.67111e-03	1.71310e-03	
2.36264e+01	3.45051e-03	8.04748e-04	
2.79103e+01	1.53349e-03	3.74446e-04	
3.29709e+01	6.73089e-04	1.72578e-04	
3.89492e+01	2.91637e-04	7.87798e-05	
4.60114e+01	1.24649e-04	3.56248e-05	
5.43541e+01	5.25225e-05	1.59560e-05	
6.42095e+01	2.17937e-05	7.07725e-06	
7.58519e+01	8.89806e-06	3.10845e-06	
8.96052e+01	3.56949e-06	1.35133e-06	
1.05852e+02	1.40437e-06	5.81065e-07	
1.25045e+02	5.40811e-07	2.46907e-07	
1.47718e+02	2.03398e-07	1.03556e-07	
1.74502e+02	7.44842e-08	4.27923e-08	
2.06143e+02	2.64537e-08	1.73724e-08	
2.43520e+02	9.07057e-09	6.90510e-09	
2.87675e+02	2.98395e-09	2.67346e-09	
3.39836e+02	9.34404e-10	1.00148e-09	
4.01455e+02	2.75608e-10	3.59739e-10	
4.74246e+02	7.55033e-11	1.22382e-10	
5.60235e+02	1.88476e-11	3.87720e-11	
6.61816e+02	4.17307e-12	1.11698e-11	
7.81816e+02	7.88968e-13	2.82712e-12	
9.23574e+02	1.20344e-13	5.96859e-13	
1.09103e+03	1.35585e-14	9.68330e-14	
1.28886e+03	9.74579e-16	1.05205e-14	
1.52255e+03	3.41512e-17	5.94200e-16	
1.79862e+03	3.26965e-19	1.01883e-17	
2.12474e+03	1.46684e-22	1.09626e-20	
2.51000e+03	2.67746e-72	4.21619e-70	
