5.00000e+00	3.79809e+00	6.21768e-01	
6.19580e+00	1.53516e+00	2.62584e-01	
7.67760e+00	6.08261e-01	1.08775e-01	
9.51378e+00	2.36374e-01	4.42367e-02	
1.17891e+01	9.01441e-02	1.76782e-02	
1.46086e+01	3.37491e-02	6.94748e-03	
1.81024e+01	1.24015e-02	2.68583e-03	
2.24318e+01	4.47105e-03	1.02166e-03	
2.77966e+01	1.58023e-03	3.82399e-04	
3.44445e+01	5.47159e-04	1.40866e-04	
4.26822e+01	1.85427e-04	5.10728e-05	
5.28902e+01	6.14352e-05	1.82275e-05	
6.55394e+01	1.98537e-05	6.40062e-06	
8.12139e+01	6.24703e-06	2.21062e-06	
1.00637e+02	1.90815e-06	7.50318e-07	
1.24706e+02	5.63324e-07	2.49788e-07	
1.54530e+02	1.60070e-07	8.14009e-08	
1.91488e+02	4.34942e-08	2.58620e-08	
2.37284e+02	1.12054e-08	7.96132e-09	
2.94033e+02	2.70518e-09	2.35309e-09	
3.64355e+02	6.02138e-10	6.58697e-10	
4.51494e+02	1.20731e-10	1.71171e-10	
5.59474e+02	2.10679e-11	4.00791e-11	
6.93278e+02	3.03695e-12	8.07571e-12	
8.59083e+02	3.33027e-13	1.30045e-12	
1.06454e+03	2.41572e-14	1.47382e-13	
1.31914e+03	8.92673e-16	9.24431e-15	
1.63463e+03	9.39706e-18	1.88733e-16	
2.02556e+03	4.49776e-21	2.40405e-19	
2.51000e+03	2.67746e-72	4.21619e-70	
