2.00000e+01	5.71319e-03	1.48499e-03	
2.36264e+01	2.64692e-03	7.10435e-04	
2.79103e+01	1.21004e-03	3.36273e-04	
3.29709e+01	5.45618e-04	1.57485e-04	
3.89492e+01	2.42504e-04	7.29541e-05	
4.60114e+01	1.06162e-04	3.34217e-05	
5.43541e+01	4.57621e-05	1.51457e-05	
6.42095e+01	1.93923e-05	6.78317e-06	
7.58519e+01	8.07381e-06	3.00270e-06	
8.96052e+01	3.29893e-06	1.31345e-06	
1.05852e+02	1.32062e-06	5.67249e-07	
1.25045e+02	5.16995e-07	2.41645e-07	
1.47718e+02	1.97483e-07	1.01403e-07	
1.74502e+02	7.34094e-08	4.18405e-08	
2.06143e+02	2.64660e-08	1.69312e-08	
2.43520e+02	9.21450e-09	6.69459e-09	
2.87675e+02	3.08122e-09	2.57357e-09	
3.39836e+02	9.82597e-10	9.55421e-10	
4.01455e+02	2.96028e-10	3.39368e-10	
4.74246e+02	8.31793e-11	1.13875e-10	
5.60235e+02	2.14182e-11	3.54661e-11	
6.61816e+02	4.93106e-12	1.00026e-11	
7.81816e+02	9.79100e-13	2.46460e-12	
9.23574e+02	1.58718e-13	5.02913e-13	
1.09103e+03	1.92428e-14	7.82862e-14	
1.28886e+03	1.50312e-15	8.14732e-15	
1.52255e+03	5.75510e-17	4.50806e-16	
1.79862e+03	6.15025e-19	8.44102e-18	
2.12474e+03	4.11847e-22	1.69024e-20	
2.51000e+03	9.95813e-73	2.70383e-70	
